ns,title,category
0,Twisted: The Game Show,1994 video games
0,U-boat (video game),1994 video games
0,U.S. Navy Fighters,1994 video games
0,Uchuu Race: Astro Go! Go!,1994 video games
0,UFO Kamen Yakisoban,1994 video games
0,Ultima VIII: Pagan,1994 video games
0,Ultimate Body Blows,1994 video games
0,The Ultimate Haunted House,1994 video games
0,Ultimate Pinball Quest,1994 video games
0,Ultraman (video game),1994 video games
0,Umihara Kawase,1994 video games
0,Under a Killing Moon,1994 video games
0,Under Fire (video game),1994 video games
0,Uniracers,1994 video games
0,Universe (1994 video game),1994 video games
0,Unnecessary Roughness '95,1994 video games
0,Al Unser Jr.'s Road to the Top,1994 video games
0,Urban Strike,1994 video games
0,Val d'Isère Skiing and Snowboarding,1994 video games
0,Valhalla and the Lord of Infinity,1994 video games
0,Vid Grid,1994 video games
0,Virtua Cop,1994 video games
0,Virtua Fighter 2,1994 video games
0,Virtua Striker,1994 video games
0,Virtual Bart,1994 video games
0,Virtual Soccer,1994 video games
0,Virtuoso (video game),1994 video games
0,Vital Light,1994 video games
0,Vortex (video game),1994 video games
0,VR Stalker,1994 video games
0,Wacky Wheels,1994 video games
0,Warcraft: Orcs & Humans,1994 video games
0,Wario Land: Super Mario Land 3,1994 video games
0,Wario's Woods,1994 video games
0,Way of the Warrior (video game),1994 video games
0,WCW SuperBrawl Wrestling,1994 video games
0,WCW: The Main Event,1994 video games
0,Where in Space Is Carmen Sandiego?,1994 video games
0,Whizz (video game),1994 video games
0,Wiggins in Storyland,1994 video games
0,Wild Cup Soccer,1994 video games
0,Wild Guns,1994 video games
0,WildSnake,1994 video games
0,Windjammers (video game),1994 video games
0,Wing Commander III: Heart of the Tiger,1994 video games
0,Wing Commander: Armada,1994 video games
0,Wing War,1994 video games
0,Wolf (video game),1994 video games
0,Wolverine: Adamantium Rage,1994 video games
0,Wonder Project J,1994 video games
0,World Championship Soccer 2,1994 video games
0,World Cup Golf: Professional Edition,1994 video games
0,World Cup USA '94,1994 video games
0,World Empire,1994 video games
0,World Heroes 2 Jet,1994 video games
0,World Series Baseball '95,1994 video games
0,World Series Baseball (1994 video game),1994 video games
0,Wrath of the Gods,1994 video games
0,WWF Raw (1994 video game),1994 video games
0,Wyatt Earp's Old West,1994 video games
0,X-COM: Enemy Unknown (1994 video game),1994 video games
0,X-Kaliber 2097,1994 video games
0,X-Men (Game Gear video game),1994 video games
0,X-Men: Children of the Atom (video game),1994 video games
0,X-Men: Mutant Apocalypse,1994 video games
0,Xatax,1994 video games
0,Yawara!,1994 video games
0,Yearn2Learn,1994 video games
0,Yogi Bear's Gold Rush,1994 video games
0,Young Merlin,1994 video games
0,Yu Yu Hakusho Makyō Tōitsusen,1994 video games
0,The Yukon Trail,1994 video games
0,Zed Blade,1994 video games
0,Zeewolf,1994 video games
0,Zelda's Adventure,1994 video games
0,Zenkoku Kōkō Soccer,1994 video games
0,Zephyr (video game),1994 video games
0,Zeppelin (video game),1994 video games
0,Zero the Kamikaze Squirrel,1994 video games
0,Zero Tolerance (video game),1994 video games
0,Zero-5,1994 video games
0,Zero4 Champ,1994 video games
0,Zero4 Champ DooZy-J Type-R,1994 video games
0,Zero4 Champ RR,1994 video games
0,Zico Soccer,1994 video games
0,Zoda's Revenge: StarTropics II,1994 video games
0,Zork Anthology,1994 video games
0,2 on 2 Open Ice Challenge,1995 video games
0,3-D Ultra Pinball (video game),1995 video games
0,3D Lemmings,1995 video games
0,3D Movie Maker,1995 video games
0,4th Super Robot Wars,1995 video games
0,The 11th Hour (video game),1995 video games
0,19XX: The War Against Destiny,1995 video games
0,20 em 1,1995 video games
0,1830: Railroads & Robber Barons,1995 video games
0,A to Zap! Featuring the Sunbuddies,1995 video games
0,A-10 Attack!,1995 video games
0,A.D.A.M. The Inside Story,1995 video games
0,Aaahh!!! Real Monsters (video game),1995 video games
0,Absolute Zero (video game),1995 video games
0,"Achtung, die Kurve!",1995 video games
0,Acrophobia (game),1995 video games
0,Across the Rhine,1995 video games
0,Action Soccer,1995 video games
0,Actua Soccer,1995 video games
0,The Adventures of Batman & Robin (video game),1995 video games
0,The Adventures of Down Under Dan,1995 video games
0,Aero Fighters 3,1995 video games
0,Africa Trail,1995 video games
0,Agile Warrior F-111X,1995 video games
0,Air Cavalry (video game),1995 video games
0,Air Combat,1995 video games
0,Air Combat 22,1995 video games
0,Air Power (video game),1995 video games
0,Akazukin Chacha,1995 video games
0,Al Unser Jr. Arcade Racing,1995 video games
0,Albion (video game),1995 video games
0,Alice no Paint Adventure,1995 video games
0,Alien Breed 3D,1995 video games
0,Alien Odyssey,1995 video games
0,Alien Soldier,1995 video games
0,Aliens: A Comic Book Adventure,1995 video games
0,All Japan Women's Pro Wrestling: Queen of Queens,1995 video games
0,Allied General,1995 video games
0,Alpine Racer,1995 video games
0,The Amazing Spider-Man: Lethal Foes,1995 video games
0,American Hero (video game),1995 video games
0,Anatema: Legenda o prekliati,1995 video games
0,AnnaTommy,1995 video games
0,Anvil of Dawn,1995 video games
0,Apache (video game),1995 video games
0,Apeiron (video game),1995 video games
0,Aquanaut's Holiday,1995 video games
0,Arc the Lad (video game),1995 video games
0,Arcade Classic,1995 video games
0,Arcade Pool,1995 video games
0,Arctic Moves,1995 video games
0,Area 51 (1995 video game),1995 video games
0,Arena Football '95,1995 video games
0,Ascendancy (video game),1995 video games
0,Astal,1995 video games
0,Asterix & Obelix (video game),1995 video games
0,Asterix and the Power of the Gods,1995 video games
0,Atari 2600 Action Pack,1995 video games
0,Atari Karts,1995 video games
0,ATR: All Terrain Racing,1995 video games
0,Attack of the Mutant Penguins,1995 video games
0,Australian Rugby League (video game),1995 video games
0,Avengers in Galactic Storm,1995 video games
0,Backfire!,1995 video games
0,Bad Day on the Midway,1995 video games
0,Baku Baku Animal,1995 video games
0,Baldies,1995 video games
0,Barkley Shut Up and Jam 2,1995 video games
0,Batman Forever (video game),1995 video games
0,Battle Arena Toshinden,1995 video games
0,Battle Arena Toshinden 2,1995 video games
0,Battle Beast (video game),1995 video games
0,Battle Isle,1995 video games
0,Battle Monsters,1995 video games
0,Battle Racers,1995 video games
0,Battle Submarine,1995 video games
0,Battleground 2: Gettysburg,1995 video games
0,Battleground: Ardennes,1995 video games
0,Battlemorph,1995 video games
0,Battles in Time,1995 video games
0,Beavis and Butt-Head in Virtual Stupidity,1995 video games
0,Behind the Iron Gate,1995 video games
0,Bermuda Syndrome,1995 video games
0,Beyond the Beyond,1995 video games
0,The Big Red Adventure,1995 video games
0,Big Sky Trooper,1995 video games
0,Big Twin (video game),1995 video games
0,BioForge,1995 video games
0,Biomechanical Toy,1995 video games
0,Bishōjo Senshi Sailor Moon: Another Story,1995 video games
0,Black Fire (video game),1995 video games
0,Black ICE - White Noise,1995 video games
0,Blade Force,1995 video games
0,Blood Bowl (1995 video game),1995 video games
0,Bloodwings: Pumpkinhead's Revenge,1995 video games
0,Blue Lightning (1995 video game),1995 video games
0,Bomberman GB,1995 video games
0,Boxer's Road,1995 video games
0,Brain Dead 13,1995 video games
0,Breach 3,1995 video games
0,Brian Lara Cricket,1995 video games
0,Bronkie the Bronchiasaurus,1995 video games
0,Bug!,1995 video games
0,C.E.O. (video game),1995 video games
0,ClayFighter 2: Judgment Clay,1995 video games
0,Caesar II,1995 video games
0,Capitalism (video game),1995 video games
0,Captain Tsubasa J: The Way to World Youth,1995 video games
0,Carmen Sandiego: Junior Detective,1995 video games
0,Carnage Heart,1995 video games
0,Carrier Aces,1995 video games
0,Casino Deluxe,1995 video games
0,Casino Tournament of Champions,1995 video games
0,Caverns of Xaskazien,1995 video games
0,Caves of Fear,1995 video games
0,Celtic Tales: Balor of the Evil Eye,1995 video games
0,Championship Manager 2,1995 video games
0,Chaos Control (video game),1995 video games
0,Cheese Cat-Astrophe Starring Speedy Gonzales,1995 video games
0,Chewy: Esc from F5,1995 video games
0,Chicago Syndicate (video game),1995 video games
0,Cho Ren Sha 68K,1995 video games
0,Chōkyūkai Miracle Nine,1995 video games
0,Chop Suey (video game),1995 video games
0,Chrono Trigger,1995 video games
0,Chronomaster,1995 video games
0,The Civil War (video game),1995 video games
0,Clock Tower (1995 video game),1995 video games
0,ClockWerx,1995 video games
0,Clockwork Knight 2,1995 video games
0,Coala,1995 video games
0,College Football USA 96,1995 video games
0,College Football's National Championship II,1995 video games
0,Comix Zone,1995 video games
0,Command & Conquer (1995 video game),1995 video games
0,Connections (video game),1995 video games
0,Conqueror A.D. 1086,1995 video games
0,Cool Riders,1995 video games
0,Cosmic Race,1995 video games
0,Cosmology of Kyoto,1995 video games
0,Country Vid Grid,1995 video games
0,Criticom,1995 video games
0,Crossed Swords II,1995 video games
0,Crusader: No Remorse,1995 video games
0,Crypt Killer,1995 video games
0,Curse of Dragor,1995 video games
0,Cutie Honey FX,1995 video games
0,Cutthroat Island (video game),1995 video games
0,Cyber Cycles,1995 video games
0,Cyber Speedway,1995 video games
0,Cyberbots: Full Metal Madness,1995 video games
0,Cyberbykes: Shadow Racer VR,1995 video games
0,CyberMage: Darklight Awakening,1995 video games
0,D (video game),1995 video games
0,D-Day: America Invades,1995 video games
0,Dactyl Joust,1995 video games
0,The Daedalus Encounter,1995 video games
0,Dangerous Curves (video game),1995 video games
0,The Dark Eye (video game),1995 video games
0,Dark Seed II,1995 video games
0,Darker (video game),1995 video games
0,Darxide,1995 video games
0,Mark Davis' The Fishing Master,1995 video games
0,DeathKeep,1995 video games
0,Deathwatch (video game),1995 video games
0,Defcon 5 (1995 video game),1995 video games
0,Defender 2000,1995 video games
0,Dekitate High School,1995 video games
0,Descent (1995 video game),1995 video games
0,Desert Demolition,1995 video games
0,Destruction Derby,1995 video games
0,The Dig (video game),1995 video games
0,Digital Pinball: Last Gladiators,1995 video games
0,Dinotopia (video game),1995 video games
0,Dirt Dash,1995 video games
0,Dirt Racer,1995 video games
0,Dirt Trax FX,1995 video games
0,Discworld (video game),1995 video games
0,Disney's Animated Storybook,1995 video games
0,Disney's Bonkers: Wax Up!,1995 video games
0,Disney's Magical Quest,1995 video games
0,Dōkyūsei 2,1995 video games
0,Doman: Grzechy Ardana,1995 video games
0,Donkey Kong Country 2: Diddy's Kong Quest,1995 video games
0,Donkey Kong Land,1995 video games
0,DonPachi,1995 video games
0,Doomtrooper,1995 video games
0,The Doraemons (video game),1995 video games
0,Double Dragon (Neo Geo),1995 video games
0,Dračí Historie,1995 video games
0,Dragon Ball Z: Ultimate Battle 22,1995 video games
0,Dragon Quest VI,1995 video games
0,Dragoon Might,1995 video games
0,Druid: Daemons of the Mind,1995 video games
0,Dungeon Explorer (1995 video game),1995 video games
0,Dust: A Tale of the Wired West,1995 video games
0,Earth Defense,1995 video games
0,Earthworm Jim 2,1995 video games
0,Ecco Jr.,1995 video games
0,Eco: East Africa,1995 video games
0,EF2000 (video game),1995 video games
0,Emergency Room (series),1995 video games
0,Emit (video game),1995 video games
0,Emmitt Smith Football,1995 video games
0,Empire II: The Art of War,1995 video games
0,Endorfun,1995 video games
0,Entomorph: Plague of the Darkfall,1995 video games
0,Epidemic (video game),1995 video games
0,ESPN Extreme Games,1995 video games
0,Eternal Champions: Challenge from the Dark Side,1995 video games
0,Eternal Filena,1995 video games
0,Europress Bookshelf,1995 video games
0,EVE Burst Error,1995 video games
0,Exile (1995 video game series),1995 video games
0,Exile I: Escape from the Pit,1995 video games
0,Exosquad (video game),1995 video games
0,Extractors,1995 video games
0,Extreme Pinball,1995 video games
0,F/A-18 Hornet 2.0,1995 video games
0,F1 Challenge,1995 video games
0,Fade to Black (video game),1995 video games
0,Fahrenheit (1995 video game),1995 video games
0,Far East of Eden: Kabuki Klash,1995 video games
0,Fatal Fury 3: Road to the Final Victory,1995 video games
0,Fatal Racing,1995 video games
0,Férias Frustradas do Pica-Pau,1995 video games
0,FIFA Soccer 96,1995 video games
0,Fighter Duel,1995 video games
0,Fighter Wing,1995 video games
0,Fighter's History: Mizoguchi Kiki Ippatsu!!,1995 video games
0,Fighting Vipers,1995 video games
0,Final Fight 3,1995 video games
0,The Firemen 2: Pete & Danny,1995 video games
0,The Firemen,1995 video games
0,Firestorm: Thunderhawk 2,1995 video games
0,Flash Hiders,1995 video games
0,Flight of the Amazon Queen,1995 video games
0,Flight Unlimited,1995 video games
0,FlipOut!,1995 video games
0,Foes of Ali,1995 video games
0,Foreman For Real,1995 video games
0,Frank Thomas Big Hurt Baseball,1995 video games
0,Frankenstein: Through the Eyes of the Monster,1995 video games
0,Front Mission (video game),1995 video games
0,Frontier: First Encounters,1995 video games
0,Full Throttle (1995 video game),1995 video games
0,Full Tilt! Pinball,1995 video games
0,Funky Head Boxers,1995 video games
0,Fury3,1995 video games
0,FX Fighter,1995 video games
0,The Beast Within: A Gabriel Knight Mystery,1995 video games
0,Gakkou de atta Kowai Hanashi,1995 video games
0,Galactic Pinball,1995 video games
0,Galaxy Fight: Universal Warriors,1995 video games
0,Gals Panic,1995 video games
0,Game Tengoku,1995 video games
0,Garfield: Caught in the Act,1995 video games
0,Gargoyles (video game),1995 video games
0,Gekirindan,1995 video games
0,GeoSafari,1995 video games
0,Gex (video game),1995 video games
0,Ghen War,1995 video games
0,Ghostly Desires,1995 video games
0,Ginga Fukei Densetsu Sapphire,1995 video games
0,Gloom (video game),1995 video games
0,Goal! Goal! Goal!,1995 video games
0,Godzilla: Kaijuu no Daishingeki,1995 video games
0,Golden Gate Killer,1995 video games
0,GoldenEye (1995 video game),1995 video games
0,Golf (1995 video game),1995 video games
0,Gotcha! (1995 video game),1995 video games
0,Gotha (video game),1995 video games
0,Grand Prix Manager,1995 video games
0,Gravon: Real Virtuality,1995 video games
0,Greatest Nine,1995 video games
0,Guardians (video game),1995 video games
0,Guilty (video game),1995 video games
0,Gunblade NY,1995 video games
0,Gurume Sentai Barayarō,1995 video games
0,H.U.R.L.,1995 video games
0,Habu Meijin no Omoshiro Shōgi,1995 video games
0,Hang-On GP,1995 video games
0,HardBall 5,1995 video games
0,Head-On Soccer,1995 video games
0,Hebereke's Popoitto,1995 video games
0,Hermie Hopperhead: Scrap Panic,1995 video games
0,Heroes of Might and Magic: A Strategic Quest,1995 video games
0,Hexen: Beyond Heretic,1995 video games
0,Hi-Octane,1995 video games
0,High Seas Trader,1995 video games
0,High Velocity,1995 video games
0,Highlander: The Last of the MacLeods,1995 video games
0,Highway 61 Interactive,1995 video games
0,The Hive (video game),1995 video games
